"","V1","V2","V3","V4","V5","V6","V6_clean1","V6_clean2","V6_clean3"
"90",0,1467835305,"Mon Apr 06 22:26:10 PDT 2009","NO_QUERY","MissLaura317","@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*","januarycrimson Sorry babe  My fam annoys me too Thankfully they're asleep right now Muahaha evil laugh","januarycrimson Sorry babe  My fam annoys me too Thankfully they re asleep right now Muahaha evil laugh"," januarycrimson Sorry babe fam annoys asleep right Muahaha evil laugh"
"91",0,1467835345,"Mon Apr 06 22:26:10 PDT 2009","NO_QUERY","RU_it_girl","@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad ","Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad ","Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad "," Hollywoodheat have paid attention covered photoshop webpage design class undergrad"
"92",0,1467835577,"Mon Apr 06 22:26:14 PDT 2009","NO_QUERY","viviana09","wednesday my b-day! don't know what 2 do!! ","wednesday my bday don't know what 2 do ","wednesday my bday don t know what 2 do "," wednesday bday don know do"
"93",0,1467835880,"Mon Apr 06 22:26:18 PDT 2009","NO_QUERY","disneyfan4eva","Poor cameron (the hills) ","Poor cameron the hills ","Poor cameron the hills "," Poor cameron hills"
"94",0,1467836024,"Mon Apr 06 22:26:21 PDT 2009","NO_QUERY","RoseMaryK","pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache ","pray for me please the ex is threatening to start sh at my/our babies 1st Birthday party what a jerk and I still have a headache ","pray for me please the ex is threatening to start sh at my our babies 1st Birthday party what a jerk and I still have a headache "," pray ex is threatening start babies Birthday party jerk still have headache"
"95",0,1467836111,"Mon Apr 06 22:26:22 PDT 2009","NO_QUERY","perrohunter","@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike","makeherfamous hmm   do u really enjoy being with him  if the problems are too constants u should think things more  find someone ulike","makeherfamous hmm   do u really enjoy being with him  if the problems are too constants u should think things more  find someone ulike"," makeherfamous do enjoy being problems are constants think things find ulike"
"96",0,1467836448,"Mon Apr 06 22:26:27 PDT 2009","NO_QUERY","Dogbook","Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435","Strider is a sick little puppy  http//appsfacebookcom/dogbook/profile/view/5248435","Strider is a sick little puppy  http  appsfacebookcom dogbook profile view 5248435"," Strider is sick little puppy http appsfacebookcom dogbook profile view"
"97",0,1467836500,"Mon Apr 06 22:26:28 PDT 2009","NO_QUERY","natalieantipas","so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....","so ryleegracewana go steve's party or not SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL","so ryleegracewana go steve s party or not SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL"," ryleegracewana go steve s party SADLY EASTER WNT B ABLE DO OHH"
"98",0,1467836576,"Mon Apr 06 22:26:29 PDT 2009","NO_QUERY","timdonnelly","hey, I actually won one of my bracket pools! Too bad it wasn't the one for money ","hey I actually won one of my bracket pools Too bad it wasn't the one for money ","hey I actually won one of my bracket pools Too bad it wasn t the one for money "," won bracket pools bad wasn money"
"99",0,1467836583,"Mon Apr 06 22:26:29 PDT 2009","NO_QUERY","homeworld","@stark YOU don't follow me, either  and i work for you!","stark YOU don't follow me either  and i work for you","stark YOU don t follow me either  and i work for you"," don follow work"
"100",0,1467836859,"Mon Apr 06 22:26:33 PDT 2009","NO_QUERY","willy_chaz","A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.","A bad nite for the favorite teams Astros and Spartans lose  The nite out with TW was good","A bad nite for the favorite teams Astros and Spartans lose  The nite out with TW was good"," A bad nite favorite teams Astros Spartans lose nite TW was good"
"101",0,1467836873,"Mon Apr 06 22:26:33 PDT 2009","NO_QUERY","LeakySpoon"," Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji"," Body Of Missing Northern Calif Girl Found Police have found the remains of a missing Northern California girl  http//trim/imji"," Body Of Missing Northern Calif Girl Found Police have found the remains of a missing Northern California girl  http  trim imji"," Body Missing Northern Calif Girl Found Police have found remains missing Northern California girl http trim imji"
"102",0,1467837189,"Mon Apr 06 22:26:38 PDT 2009","NO_QUERY","cityrat59","@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... ","mangaaa I hope they will increase the capacity fast yesterday was such a pain Got the fail whale 15 times in 2 hours ","mangaaa I hope they will increase the capacity fast yesterday was such a pain Got the fail whale 15 times in 2 hours "," mangaaa hope will increase capacity fast was pain Got fail whale times hours"
"103",0,1467837384,"Mon Apr 06 22:26:42 PDT 2009","NO_QUERY","kenandise","Behind on my classes for work ","Behind on my classes for work ","Behind on my classes for work "," classes work"
"104",0,1467837470,"Mon Apr 06 22:26:43 PDT 2009","NO_QUERY","annette414","watching &quot;House&quot; ","watching quotHousequot ","watching quotHousequot "," watching quotHousequot"
"105",0,1467837579,"Mon Apr 06 22:26:45 PDT 2009","NO_QUERY","blackheartbunny","@kpreyes Remember my bum leg? Strikes back this time its serious ","kpreyes Remember my bum leg Strikes back this time its serious ","kpreyes Remember my bum leg Strikes back this time its serious "," kpreyes Remember bum leg Strikes back time serious"
"106",0,1467837602,"Mon Apr 06 22:26:45 PDT 2009","NO_QUERY","GetGary","@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls ","paradisej cool i will their are all kinds of complaints about this laptop online about overheating but no recalls ","paradisej cool i will their are all kinds of complaints about this laptop online about overheating but no recalls "," paradisej cool will are kinds complaints laptop online overheating no recalls"
"107",0,1467837762,"Mon Apr 06 22:26:48 PDT 2009","NO_QUERY","Dogbook","Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014","Emily will be glad when Mommy is done training at her new job She misses her  http//appsfacebookcom/dogbook/profile/view/6176014","Emily will be glad when Mommy is done training at her new job She misses her  http  appsfacebookcom dogbook profile view 6176014"," Emily will be glad Mommy is done training new job misses http appsfacebookcom dogbook profile view"
"108",0,1467837819,"Mon Apr 06 22:26:49 PDT 2009","NO_QUERY","SimoniNicole","would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?","would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again","would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again"," party send bad messages party send mixed ones Sophmore year"
"109",0,1467837888,"Mon Apr 06 22:26:52 PDT 2009","NO_QUERY","wireandroses","@Henkuyinepu it's overrated ","Henkuyinepu it's overrated ","Henkuyinepu it s overrated "," Henkuyinepu s overrated"
"110",0,1467838188,"Mon Apr 06 22:26:54 PDT 2009","NO_QUERY","jess_higley","@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times ","marykatherineq i know I heard it this afternoon and wondered the same thing Moscow is so behind the times ","marykatherineq i know I heard it this afternoon and wondered the same thing Moscow is so behind the times "," marykatherineq know heard afternoon wondered thing Moscow is times"
"111",0,1467838189,"Mon Apr 06 22:26:54 PDT 2009","NO_QUERY","missannabanana","laying in bed with no voice.. ","laying in bed with no voice ","laying in bed with no voice "," laying bed no voice"
"112",0,1467838362,"Mon Apr 06 22:26:57 PDT 2009","NO_QUERY","Zella17","I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy","I'm sooo sad they killed off Kutner on House  whyyyyyyyy","I m sooo sad they killed off Kutner on House  whyyyyyyyy"," m sooo sad killed Kutner House whyyyyyyyy"
"113",0,1467838419,"Mon Apr 06 22:27:00 PDT 2009","NO_QUERY","polarna10","@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.","jacobsummers Sorry  tell them mea culpa from me and that I really am sorry","jacobsummers Sorry  tell them mea culpa from me and that I really am sorry"," jacobsummers Sorry tell mea culpa am sorry"
"114",0,1467838433,"Mon Apr 06 22:26:58 PDT 2009","NO_QUERY","megan_rice","@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. ","Alliana07 it didn't make any sense to me the suicide thing I refuse to believe that that is actually what happened ","Alliana07 it didn t make any sense to me the suicide thing I refuse to believe that that is actually what happened "," Alliana07 didn make sense suicide thing refuse believe is happened"
"115",0,1467838630,"Mon Apr 06 22:27:02 PDT 2009","NO_QUERY","ashleyirvin","@salancaster  hope your ok.","salancaster  hope your ok","salancaster  hope your ok"," salancaster hope ok"
"116",0,1467839007,"Mon Apr 06 22:27:08 PDT 2009","NO_QUERY","eyezup","@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love","mercedesashley Damn The grind is inspirational and saddening at the same time  Don't want you to stop cuz I like what u do Much love","mercedesashley Damn The grind is inspirational and saddening at the same time  Don t want you to stop cuz I like what u do Much love"," mercedesashley Damn grind is inspirational saddening time Don want stop cuz like do love"
"117",0,1467839405,"Mon Apr 06 22:27:15 PDT 2009","NO_QUERY","Jonas_Dreamgirl","@HibaNick yeah aw but i know i wudnt stand a chance ","HibaNick yeah aw but i know i wudnt stand a chance ","HibaNick yeah aw but i know i wudnt stand a chance "," HibaNick know wudnt stand chance"
"118",0,1467839450,"Mon Apr 06 22:27:16 PDT 2009","NO_QUERY","BreannaBonana","ugh. cant sleep. its 1:30am. ","ugh cant sleep its 130am ","ugh cant sleep its 130am "," cant sleep 130am"
"119",0,1467839477,"Mon Apr 06 22:27:16 PDT 2009","NO_QUERY","becklyn13","Hanging in Crooners. Wanna sing. Can't. Sucks. ","Hanging in Crooners Wanna sing Can't Sucks ","Hanging in Crooners Wanna sing Can t Sucks "," Hanging Crooners Wanna sing Sucks"
"120",0,1467839586,"Mon Apr 06 22:27:18 PDT 2009","NO_QUERY","sonyolmos","@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! ","eRResC aaw i miss ya all too im leaving to BH tomorrow quotmorningquot i think aww i wanna go to the beach w u girls ","eRResC aaw i miss ya all too im leaving to BH tomorrow quotmorningquot i think aww i wanna go to the beach w u girls "," eRResC aaw miss im leaving BH quotmorningquot think aww wanna go beach w girls"
"121",0,1467839737,"Mon Apr 06 22:27:21 PDT 2009","NO_QUERY","JenBah","Is pissed off that there's no ASBA's for a radio station. ","Is pissed off that there's no ASBA's for a radio station ","Is pissed off that there s no ASBA s for a radio station "," Is pissed s no ASBA s radio station"
"122",0,1467839816,"Mon Apr 06 22:27:22 PDT 2009","NO_QUERY","viviana09","wednesday my b-day n don't know what 2 do!  ","wednesday my bday n don't know what 2 do  ","wednesday my bday n don t know what 2 do  "," wednesday bday don know do"
"123",0,1467840016,"Mon Apr 06 22:27:25 PDT 2009","NO_QUERY","BustaBusta","I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. ","I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good ","I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good "," know life has been flipped upside just thought head Ramen sounds good"
"124",0,1467840386,"Mon Apr 06 22:27:31 PDT 2009","NO_QUERY","MadameCrow","I am in pain. My back and sides hurt. Not to mention crying is made of fail. ","I am in pain My back and sides hurt Not to mention crying is made of fail ","I am in pain My back and sides hurt Not to mention crying is made of fail "," am pain back sides hurt mention crying is made fail"
"125",0,1467840552,"Mon Apr 06 22:27:34 PDT 2009","NO_QUERY","weefranniev","Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... ","Late night snack glass of OJ b/c I'm quotdown with the sicknessquot then back to sleepugh I hate getting sick ","Late night snack glass of OJ b c I m quotdown with the sicknessquot then back to sleepugh I hate getting sick "," Late night snack glass OJ m quotdown sicknessquot then back sleepugh hate getting sick"
"126",0,1467840629,"Mon Apr 06 22:27:35 PDT 2009","NO_QUERY","ikimmyy","@allyheman but.. but.. but.. I'm not a big fan on camilla belle ","allyheman but but but I'm not a big fan on camilla belle ","allyheman but but but I m not a big fan on camilla belle "," allyheman m big fan camilla belle"
