"","X","V1","V2","V3","V4","V5","V6","V6_clean1","V6_clean2","V6_clean3"
"8883",8883,4,1468445882,"Tue Apr 07 01:43:04 PDT 2009","NO_QUERY","Grumpy_Desmond","Here comes the sun, Do do do do, Her comes the sun, And I say... ...It's a glorious shorts day  Whupeee ","Here comes the sun Do do do do Her comes the sun And I say It's a glorious shorts day  Whupeee ","Here comes the sun Do do do do Her comes the sun And I say It s a glorious shorts day  Whupeee "," comes sun Do do do do comes sun say s glorious shorts day Whupeee"
"1649",1649,0,1468203908,"Tue Apr 07 00:16:50 PDT 2009","NO_QUERY","brea16","tired but cant sleep............. ","tired but cant sleep ","tired but cant sleep "," tired cant sleep"
"8923",8923,4,1468447840,"Tue Apr 07 01:43:47 PDT 2009","NO_QUERY","Dave_Nicholson","@TheGazzMan Yeah, if you like him, you'll like IL Divo! ","TheGazzMan Yeah if you like him you'll like IL Divo ","TheGazzMan Yeah if you like him you ll like IL Divo "," TheGazzMan like ll like IL Divo"
"1329",1329,0,1468131202,"Mon Apr 06 23:53:10 PDT 2009","NO_QUERY","cementgaloshes","is tooooooooo cold. ","is tooooooooo cold ","is tooooooooo cold "," is tooooooooo cold"
"1304",1304,0,1468125995,"Mon Apr 06 23:51:22 PDT 2009","NO_QUERY","BOSSVK","@pmelt the only bad thing about aids is you can only catch it once  Id want to inflict more pain on the deadshits of this world.","pmelt the only bad thing about aids is you can only catch it once  Id want to inflict more pain on the deadshits of this world","pmelt the only bad thing about aids is you can only catch it once  Id want to inflict more pain on the deadshits of this world"," pmelt only bad thing aids is only catch Id want inflict pain deadshits world"
"1043",1043,0,1468067665,"Mon Apr 06 23:32:20 PDT 2009","NO_QUERY","tmarthal","Pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent. MSU ","Pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent MSU ","Pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent MSU "," good coaching exceptional talent trounces exceptional coaching pretty good talent MSU"
"5068",5068,4,1467825038,"Mon Apr 06 22:23:29 PDT 2009","NO_QUERY","sammichfelge","@little__fish guess where i live. the other side of the earth  east mesa, losiento","littlefish guess where i live the other side of the earth  east mesa losiento","littlefish guess where i live the other side of the earth  east mesa losiento"," littlefish guess live other side earth east mesa losiento"
"2974",2974,0,1468489522,"Tue Apr 07 01:59:27 PDT 2009","NO_QUERY","foot_loose","@Yuddylicious He hatez me. ","Yuddylicious He hatez me ","Yuddylicious He hatez me "," Yuddylicious hatez"
"265",265,0,1467878633,"Mon Apr 06 22:37:35 PDT 2009","NO_QUERY","husqvarna","i have to take my sidekick back. ","i have to take my sidekick back ","i have to take my sidekick back "," have take sidekick back"
"3067",3067,0,1468510049,"Tue Apr 07 02:06:38 PDT 2009","NO_QUERY","missgiggly","@pinkiecharm sorry, you musta got a bit.. sick of my dance tweets.  Sorry to have you unfollow me ","pinkiecharm sorry you musta got a bit sick of my dance tweets  Sorry to have you unfollow me ","pinkiecharm sorry you musta got a bit sick of my dance tweets  Sorry to have you unfollow me "," pinkiecharm sorry musta got bit sick dance tweets Sorry have unfollow"
"7348",7348,4,1468221506,"Tue Apr 07 00:22:50 PDT 2009","NO_QUERY","Jaredf","has conquered the Greek Exegetical Paper beast only little stuff remaining to finish it!!!!!!!! PRAISE JESUS   ","has conquered the Greek Exegetical Paper beast only little stuff remaining to finish it PRAISE JESUS   ","has conquered the Greek Exegetical Paper beast only little stuff remaining to finish it PRAISE JESUS   "," has conquered Greek Exegetical Paper beast only little stuff remaining finish PRAISE JESUS"
"352",352,0,1467899707,"Mon Apr 06 22:43:17 PDT 2009","NO_QUERY","abean2007","Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it ","Wish I had all the XBLM downloads all on the gamertag 'Hitokyri' This 5 gamertag thing is nonsense and I'm tired of it ","Wish I had all the XBLM downloads all on the gamertag  Hitokyri  This 5 gamertag thing is nonsense and I m tired of it "," Wish had XBLM downloads gamertag Hitokyri gamertag thing is nonsense m tired"
"5594",5594,4,1467934369,"Mon Apr 06 22:53:02 PDT 2009","NO_QUERY","Rickenbacker","Survived the night time gherkins.  Heads swimming with ideas this morning.  Only a few of them are actually workable. Time to get busy! ","Survived the night time gherkins  Heads swimming with ideas this morning  Only a few of them are actually workable Time to get busy ","Survived the night time gherkins  Heads swimming with ideas this morning  Only a few of them are actually workable Time to get busy "," Survived night time gherkins Heads swimming ideas morning are workable Time get busy"
"2774",2774,0,1468448295,"Tue Apr 07 01:43:58 PDT 2009","NO_QUERY","infinitydefines","last time i watched this movie it had this huge epiphinal line that was exactly what i needed. now that i need it again i can't find it. ","last time i watched this movie it had this huge epiphinal line that was exactly what i needed now that i need it again i can't find it ","last time i watched this movie it had this huge epiphinal line that was exactly what i needed now that i need it again i can t find it "," last time watched movie had huge epiphinal line was needed need find"
"2021",2021,0,1468287156,"Tue Apr 07 00:45:35 PDT 2009","NO_QUERY","bariles","just got back from the funeral of a government employee-friend.    http://plurk.com/p/n0bvd","just got back from the funeral of a government employeefriend    http//plurkcom/p/n0bvd","just got back from the funeral of a government employeefriend    http  plurkcom p n0bvd"," just got back funeral government employeefriend http plurkcom n0bvd"
"1324",1324,0,1468130270,"Mon Apr 06 23:52:51 PDT 2009","NO_QUERY","amyamoore","Why do people keep following me and then randomly stop?  It makes me sad!","Why do people keep following me and then randomly stop  It makes me sad","Why do people keep following me and then randomly stop  It makes me sad"," do people keep following then stop makes sad"
"3223",3223,0,1468547124,"Tue Apr 07 02:20:17 PDT 2009","NO_QUERY","fatchris","@mousenator cry? ","mousenator cry ","mousenator cry "," mousenator cry"
"1535",1535,0,1468174264,"Tue Apr 07 00:07:07 PDT 2009","NO_QUERY","TheGrottoTweets","@TexasVegetarian Oh, God, ow.  That must have hurt like a bitch.  ","TexasVegetarian Oh God ow  That must have hurt like a bitch  ","TexasVegetarian Oh God ow  That must have hurt like a bitch  "," TexasVegetarian God ow have hurt like bitch"
"1286",1286,0,1468122865,"Mon Apr 06 23:50:21 PDT 2009","NO_QUERY","sylvestor","@dra6on now I am sad cos u r sad ","dra6on now I am sad cos u r sad ","dra6on now I am sad cos u r sad "," dra6on am sad sad"
"4309",4309,0,1468788701,"Tue Apr 07 03:44:32 PDT 2009","NO_QUERY","gabehabe","@worrallo lucky. &gt;_&gt; I got up at 7:05am and I overslept by an hour. ","worrallo lucky gtgt I got up at 705am and I overslept by an hour ","worrallo lucky gtgt I got up at 705am and I overslept by an hour "," worrallo lucky gtgt got overslept hour"
"383",383,0,1467908853,"Mon Apr 06 22:45:47 PDT 2009","NO_QUERY","ForeverYours__","I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me ","I feel like a complete idiot I'm the only one who doesn't get how this shit works  help me ","I feel like a complete idiot I m the only one who doesn t get how this shit works  help me "," feel like complete idiot m only doesn get shit works help"
"7055",7055,4,1468177681,"Tue Apr 07 00:08:14 PDT 2009","NO_QUERY","crucifire","@rampantheart ","rampantheart ","rampantheart "," rampantheart"
"997",997,0,1468055266,"Mon Apr 06 23:28:41 PDT 2009","NO_QUERY","ohmigosh_dusti","@t_wolfe  i miss u too. i'm totally comin back tho! Lastnight was sooooooo much fun!","twolfe  i miss u too i'm totally comin back tho Lastnight was sooooooo much fun","twolfe  i miss u too i m totally comin back tho Lastnight was sooooooo much fun"," twolfe miss m comin back tho Lastnight was sooooooo fun"
"9397",9397,4,1468515949,"Tue Apr 07 02:08:46 PDT 2009","NO_QUERY","nattybug","a day of laundry and housework - oh joy! Hope you have a great day  xx","a day of laundry and housework  oh joy Hope you have a great day  xx","a day of laundry and housework  oh joy Hope you have a great day  xx"," day laundry housework joy Hope have great day"
"1205",1205,0,1468107293,"Mon Apr 06 23:45:12 PDT 2009","NO_QUERY","norawatkins","VIP guests today -________-&quot;   blohheeee       I HATE it ","VIP guests today quot   blohheeee       I HATE it ","VIP guests today quot   blohheeee       I HATE it "," VIP guests quot blohheeee HATE"
"2172",2172,0,1468321090,"Tue Apr 07 00:57:42 PDT 2009","NO_QUERY","amberrrrr93","its the holidays and i still bloody insist on waking up at school times ","its the holidays and i still bloody insist on waking up at school times ","its the holidays and i still bloody insist on waking up at school times "," holidays still bloody insist waking school times"
"9026",9026,4,1468461568,"Tue Apr 07 01:48:48 PDT 2009","NO_QUERY","SexySubKaylee","@michaelmagical Hello thank you ","michaelmagical Hello thank you ","michaelmagical Hello thank you "," michaelmagical thank"
"9349",9349,4,1468503788,"Tue Apr 07 02:04:18 PDT 2009","NO_QUERY","ScottHorvath","@adrielhampton How about &quot;Be my friend?&quot; ","adrielhampton How about quotBe my friendquot ","adrielhampton How about quotBe my friendquot "," quotBe friendquot"
"2759",2759,0,1468445304,"Tue Apr 07 01:42:52 PDT 2009","NO_QUERY","Kelsbells","got an offer to go camping at fraser island for the weekend, would jump on the offer without a 2nd thought but it's forecast to rain ","got an offer to go camping at fraser island for the weekend would jump on the offer without a 2nd thought but it's forecast to rain ","got an offer to go camping at fraser island for the weekend would jump on the offer without a 2nd thought but it s forecast to rain "," got offer go camping fraser island weekend jump offer thought s forecast rain"
"1221",1221,0,1468111080,"Mon Apr 06 23:46:25 PDT 2009","NO_QUERY","cmei04","I woke up an hour ago ... Now I'm having a hard time going back to bed  in Lakewood, CA http://loopt.us/rywlHQ","I woke up an hour ago  Now I'm having a hard time going back to bed  in Lakewood CA http//looptus/rywlHQ","I woke up an hour ago  Now I m having a hard time going back to bed  in Lakewood CA http  looptus rywlHQ"," woke hour m having hard time going back bed Lakewood CA http looptus rywlHQ"
"7877",7877,4,1468296864,"Tue Apr 07 00:49:00 PDT 2009","NO_QUERY","Buddha4Buckets","Whoa js last twitter right as I was going to sleep ...  Epic  night all","Whoa js last twitter right as I was going to sleep   Epic  night all","Whoa js last twitter right as I was going to sleep   Epic  night all"," js last twitter right was going sleep Epic night"
"7354",7354,4,1468221996,"Tue Apr 07 00:23:01 PDT 2009","NO_QUERY","redheaddanyell","Made my dad a myspace to bring awareness to Alzheimers...add him  http://www.myspace.com/460578844","Made my dad a myspace to bring awareness to Alzheimersadd him  http//wwwmyspacecom/460578844","Made my dad a myspace to bring awareness to Alzheimersadd him  http  wwwmyspacecom 460578844"," Made dad myspace bring awareness Alzheimersadd http wwwmyspacecom"
"9049",9049,4,1468462553,"Tue Apr 07 01:49:10 PDT 2009","NO_QUERY","karislim","@unravelling it's just not as bad as it was... either I got used to the way life as it is here, or I've adjusted my expectation somehow ","unravelling it's just not as bad as it was either I got used to the way life as it is here or I've adjusted my expectation somehow ","unravelling it s just not as bad as it was either I got used to the way life as it is here or I ve adjusted my expectation somehow "," unravelling s just bad was got used way life is ve adjusted expectation"
"9825",9825,4,1468572084,"Tue Apr 07 02:29:18 PDT 2009","NO_QUERY","beautifulfro","@sian_the_mouse yessssssssssss !!!  I can't wait to get it zomg.","sianthemouse yessssssssssss   I can't wait to get it zomg","sianthemouse yessssssssssss   I can t wait to get it zomg"," sianthemouse yessssssssssss wait get zomg"
"9308",9308,4,1468501809,"Tue Apr 07 02:03:36 PDT 2009","NO_QUERY","atulrana","At the Malaysian embassy in London applying for a tourist visa. What pointless red tape. At least it get's me out and about in London ","At the Malaysian embassy in London applying for a tourist visa What pointless red tape At least it get's me out and about in London ","At the Malaysian embassy in London applying for a tourist visa What pointless red tape At least it get s me out and about in London "," Malaysian embassy London applying tourist visa pointless red tape get s London"
"4802",4802,0,1468913644,"Tue Apr 07 04:22:42 PDT 2009","NO_QUERY","NicholasNuNu","@kristenkreuk Hey Kristen, thought ur work on Smallville was awesome, havnt seen SF (not released in Aus yet)  Any new projects coming up?","kristenkreuk Hey Kristen thought ur work on Smallville was awesome havnt seen SF not released in Aus yet  Any new projects coming up","kristenkreuk Hey Kristen thought ur work on Smallville was awesome havnt seen SF not released in Aus yet  Any new projects coming up"," kristenkreuk Kristen thought ur work Smallville was awesome havnt seen SF released Aus new projects coming"
"2800",2800,0,1468453632,"Tue Apr 07 01:45:55 PDT 2009","NO_QUERY","sianytee","madre is grinding on me this is gonna be a long week ","madre is grinding on me this is gonna be a long week ","madre is grinding on me this is gonna be a long week "," madre is grinding is gonna be long week"
